instance_id,order,class_index,presentation_seed,hidden_rows,seed_rows,seed_digest,target_digest,block_size,policy,tie_repetition,tie_seed,max_nodes,max_seconds,solved,termination,elapsed_seconds,nodes,backtracks,dead_ends,candidate_evaluations,exact_prunes,symmetry_prunes,completed_rows,scoring_calls,scoring_seconds,solution_digest,verification_passed
d16-c1-h4-s21864821,16,1,21864821,4,12,6d7c4c86970ff17df6ea8e5664189e903e554043b2489990e44f6d3542bba488,2de2b98fd49543c5dce56b54c7dc3c9d436192a068285063ed012cf4090e77c9,8,all_pair_lexicographic,1,60125679,300000,30.0,True,solved,0.4301078000571579,89,81,81,12160,10701,846,6,12,0.010780399898067117,67c3cd58bfc9322644d06660d8f5bf208273d3de035068dad1fac71b5a15d4e3,True
d16-c1-h4-s21864821,16,1,21864821,4,12,6d7c4c86970ff17df6ea8e5664189e903e554043b2489990e44f6d3542bba488,2de2b98fd49543c5dce56b54c7dc3c9d436192a068285063ed012cf4090e77c9,8,all_pair_product,1,60125679,300000,30.0,True,solved,0.7796701000770554,189,181,181,25344,23155,1478,9,18,0.012539799674414098,67c3cd58bfc9322644d06660d8f5bf208273d3de035068dad1fac71b5a15d4e3,True
d16-c1-h4-s21864821,16,1,21864821,4,12,6d7c4c86970ff17df6ea8e5664189e903e554043b2489990e44f6d3542bba488,2de2b98fd49543c5dce56b54c7dc3c9d436192a068285063ed012cf4090e77c9,8,lexicographic,1,60125679,300000,30.0,True,solved,0.8386241999687627,222,214,214,28928,27954,432,4,0,0.0,67c3cd58bfc9322644d06660d8f5bf208273d3de035068dad1fac71b5a15d4e3,True
d16-c1-h4-s21864821,16,1,21864821,4,12,6d7c4c86970ff17df6ea8e5664189e903e554043b2489990e44f6d3542bba488,2de2b98fd49543c5dce56b54c7dc3c9d436192a068285063ed012cf4090e77c9,8,all_pair_lexicographic,2,70125698,300000,30.0,True,solved,0.38096380000934005,89,81,81,12160,10701,846,6,12,0.009984400006942451,67c3cd58bfc9322644d06660d8f5bf208273d3de035068dad1fac71b5a15d4e3,True
d16-c1-h4-s21864821,16,1,21864821,4,12,6d7c4c86970ff17df6ea8e5664189e903e554043b2489990e44f6d3542bba488,2de2b98fd49543c5dce56b54c7dc3c9d436192a068285063ed012cf4090e77c9,8,all_pair_product,2,70125698,300000,30.0,True,solved,0.6998611999442801,161,153,153,21632,19686,1262,8,16,0.01052400004118681,67c3cd58bfc9322644d06660d8f5bf208273d3de035068dad1fac71b5a15d4e3,True
d16-c1-h4-s21864821,16,1,21864821,4,12,6d7c4c86970ff17df6ea8e5664189e903e554043b2489990e44f6d3542bba488,2de2b98fd49543c5dce56b54c7dc3c9d436192a068285063ed012cf4090e77c9,8,lexicographic,2,70125698,300000,30.0,True,solved,0.936149499961175,222,214,214,28928,27954,432,4,0,0.0,67c3cd58bfc9322644d06660d8f5bf208273d3de035068dad1fac71b5a15d4e3,True
d16-c1-h4-s21864826,16,1,21864826,4,12,038118b91a0a99b504dc3ce8b2d5e11321c5e585ac1e30fda8e8d724594728d8,9f2fcca5653b2d50d526f13a13742177e4ee110f7d4bcca10ad2726d93dd0d31,8,all_pair_lexicographic,0,50125665,300000,30.0,True,solved,2.8955171999987215,708,700,700,92032,89357,1312,11,22,0.02456270018592477,4e6a291239b698eebe6f63333a05c599955de45b09886a72a0baf14ae803d292,True
d16-c1-h4-s21864826,16,1,21864826,4,12,038118b91a0a99b504dc3ce8b2d5e11321c5e585ac1e30fda8e8d724594728d8,9f2fcca5653b2d50d526f13a13742177e4ee110f7d4bcca10ad2726d93dd0d31,8,all_pair_product,0,50125665,300000,30.0,True,solved,2.485159800038673,708,700,700,92032,89357,1312,11,22,0.02529720007441938,4e6a291239b698eebe6f63333a05c599955de45b09886a72a0baf14ae803d292,True
d16-c1-h4-s21864826,16,1,21864826,4,12,038118b91a0a99b504dc3ce8b2d5e11321c5e585ac1e30fda8e8d724594728d8,9f2fcca5653b2d50d526f13a13742177e4ee110f7d4bcca10ad2726d93dd0d31,8,lexicographic,0,50125665,300000,30.0,True,solved,0.48997089988552034,158,150,150,20736,19762,303,4,0,0.0,4e6a291239b698eebe6f63333a05c599955de45b09886a72a0baf14ae803d292,True
d16-c1-h4-s21864826,16,1,21864826,4,12,038118b91a0a99b504dc3ce8b2d5e11321c5e585ac1e30fda8e8d724594728d8,9f2fcca5653b2d50d526f13a13742177e4ee110f7d4bcca10ad2726d93dd0d31,8,all_pair_lexicographic,1,60125684,300000,30.0,True,solved,2.3292775000445545,708,700,700,92032,89357,1312,11,22,0.021511700004339218,4e6a291239b698eebe6f63333a05c599955de45b09886a72a0baf14ae803d292,True
d16-c1-h4-s21864826,16,1,21864826,4,12,038118b91a0a99b504dc3ce8b2d5e11321c5e585ac1e30fda8e8d724594728d8,9f2fcca5653b2d50d526f13a13742177e4ee110f7d4bcca10ad2726d93dd0d31,8,all_pair_product,1,60125684,300000,30.0,True,solved,2.778732700040564,708,700,700,92032,89357,1312,11,22,0.02661099995020777,4e6a291239b698eebe6f63333a05c599955de45b09886a72a0baf14ae803d292,True
d16-c1-h4-s21864826,16,1,21864826,4,12,038118b91a0a99b504dc3ce8b2d5e11321c5e585ac1e30fda8e8d724594728d8,9f2fcca5653b2d50d526f13a13742177e4ee110f7d4bcca10ad2726d93dd0d31,8,lexicographic,1,60125684,300000,30.0,True,solved,0.7286542999790981,158,150,150,20736,19762,303,4,0,0.0,4e6a291239b698eebe6f63333a05c599955de45b09886a72a0baf14ae803d292,True
