order,presentation,block_size,stage,policy,repetitions,mean_states,mean_feasible_candidates,mean_percentile,mean_percentile_minus_random,percentile_effect_ci95_lower,percentile_effect_ci95_upper,mean_reciprocal_rank,mean_top_decile_rate,mean_expected_top1_rate
28,permute_both_fixed_anchor,2,early,all_pair_product,20,500.0,4.0,0.658675,0.158675,0.1541625,0.1630375,0.6903942857142853,0.4657,0.5093249999999999
28,permute_both_fixed_anchor,2,early,balance_only,20,500.0,4.0,0.5224249999999999,0.022425,0.017662499999999998,0.027512499999999995,0.491214047619046,0.0,0.26345
28,permute_both_fixed_anchor,2,early,balance_pressured_pair,20,500.0,4.0,0.5667,0.06670000000000001,0.06118718750000001,0.07197500000000001,0.5519785714285713,0.1627,0.32055
28,permute_both_fixed_anchor,2,early,balance_random_pair,20,500.0,4.0,0.543475,0.043475,0.039150000000000004,0.0480125,0.5189288095238093,0.10390000000000002,0.292725
28,permute_both_fixed_anchor,2,early,minimum_max_pressure,20,500.0,4.0,0.5801375,0.08013749999999997,0.07725000000000001,0.08303749999999999,0.5444361904761903,0.1562,0.35493333333333366
28,permute_both_fixed_anchor,2,early,random_order,20,500.0,4.0,0.5,0.0,0.0,0.0,0.4000000000000036,0.0,0.25
28,permute_both_fixed_anchor,2,middle,all_pair_product,20,499.65,3.9851879759519035,0.7343841265865064,0.23438412658650626,0.22933628381763524,0.23909040226285894,0.7890250353087123,0.625938877755511,0.653347995991984
28,permute_both_fixed_anchor,2,middle,balance_only,20,499.65,3.9851879759519035,0.5374201653306613,0.037420165330661316,0.031989685203740854,0.0423560122327989,0.5038286367974031,0.024717635270541084,0.27989836339345353
28,permute_both_fixed_anchor,2,middle,balance_pressured_pair,20,499.65,3.9851879759519035,0.6162074398797597,0.1162074398797595,0.11237771438710754,0.11968331308450228,0.6093426352705411,0.26088737474949897,0.3959313794255177
28,permute_both_fixed_anchor,2,middle,balance_random_pair,20,499.65,3.9851879759519035,0.5740190798263194,0.07401907982631932,0.07037678857715432,0.07766155394121577,0.5536541005821162,0.15141102204408816,0.33524667668670677
28,permute_both_fixed_anchor,2,middle,minimum_max_pressure,20,499.65,3.9851879759519035,0.6466617651970608,0.1466617651970608,0.1426778381763527,0.15061486452070805,0.6221300601202403,0.263788376753507,0.45992418169672755
28,permute_both_fixed_anchor,2,middle,random_order,20,499.65,3.9851879759519035,0.5,0.0,0.0,0.0,0.40148120240481316,0.0,0.2512343353373413
28,permute_both_fixed_anchor,4,early,all_pair_product,20,500.0,16.0,0.7478468749999999,0.24784687499999997,0.24334976562499996,0.251971953125,0.46430422064210425,0.4096,0.3033191666666667
28,permute_both_fixed_anchor,4,early,balance_only,20,500.0,16.0,0.53751875,0.03751875,0.033112265624999984,0.04182507812499999,0.1742894370703976,0.0,0.06909166666666677
28,permute_both_fixed_anchor,4,early,balance_pressured_pair,20,500.0,16.0,0.58020625,0.08020625,0.074493671875,0.08623757812499999,0.21373469139552115,0.1259,0.08475833333333335
28,permute_both_fixed_anchor,4,early,balance_random_pair,20,500.0,16.0,0.5634906249999999,0.063490625,0.059543749999999986,0.06748445312499997,0.20004813756658152,0.08650000000000001,0.07980833333333334
28,permute_both_fixed_anchor,4,early,minimum_max_pressure,20,500.0,16.0,0.6496500000000001,0.14965,0.145106171875,0.15445953125,0.27022522258835024,0.16309999999999997,0.15579365745365767
28,permute_both_fixed_anchor,4,early,random_order,20,500.0,16.0,0.5,0.0,0.0,0.0,0.11764705882352902,0.0,0.0625
28,permute_both_fixed_anchor,4,middle,all_pair_product,20,500.0,15.436699999999998,0.8449449857781097,0.3449449857781096,0.340927961044163,0.3486566066884493,0.6375061114255335,0.6333,0.4947691666666666
28,permute_both_fixed_anchor,4,middle,balance_only,20,500.0,15.436699999999998,0.5754271870490625,0.0754271870490623,0.07135532182054084,0.07942394385995973,0.20069864552867167,0.012100000000000003,0.08421333333333332
28,permute_both_fixed_anchor,4,middle,balance_pressured_pair,20,500.0,15.436699999999998,0.6729356015512266,0.1729356015512266,0.1691978794798952,0.17655864008734323,0.2871960949572169,0.2577,0.13598666666666673
28,permute_both_fixed_anchor,4,middle,balance_random_pair,20,500.0,15.436699999999998,0.6174726499889001,0.11747264998890013,0.11383781248265631,0.12097460059211637,0.24009270111393097,0.1557,0.10556417748917753
28,permute_both_fixed_anchor,4,middle,minimum_max_pressure,20,500.0,15.436699999999998,0.7548954288073035,0.25489542880730354,0.25011243296807334,0.25937901190302715,0.3926477071729907,0.2973,0.2755789366189366
28,permute_both_fixed_anchor,4,middle,random_order,20,500.0,15.436699999999998,0.5,0.0,0.0,0.0,0.12275802285949314,0.0,0.06546586052836054
28,permute_both_fixed_anchor,8,early,all_pair_product,20,500.0,256.0,0.8505369140625,0.3505369140625,0.3472813525390625,0.35382509765625,0.2498664163141449,0.5907999999999999,0.1688301694601695
28,permute_both_fixed_anchor,8,early,balance_only,20,500.0,256.0,0.5667369140625,0.06673691406250001,0.06363802734375001,0.06994295410156251,0.014389517673964833,0.0,0.0047971428571428444
28,permute_both_fixed_anchor,8,early,balance_pressured_pair,20,500.0,256.0,0.6294005859375,0.12940058593750003,0.1252799267578125,0.1333883984375,0.021399126248535173,0.1793,0.006642182539682533
28,permute_both_fixed_anchor,8,early,balance_random_pair,20,500.0,256.0,0.6109515624999999,0.1109515625,0.10734919921874998,0.11442855957031248,0.019124462091383323,0.16040000000000001,0.006041746031746022
28,permute_both_fixed_anchor,8,early,minimum_max_pressure,20,500.0,256.0,0.7393216796875,0.23932167968749996,0.23485115722656252,0.24424972656250002,0.06730946363948904,0.2212,0.041756401057579405
28,permute_both_fixed_anchor,8,early,random_order,20,500.0,256.0,0.5,0.0,0.0,0.0,0.007782101167315149,0.0,0.00390625
28,permute_both_fixed_anchor,8,middle,all_pair_product,20,500.0,194.4239,0.9298557763650674,0.4298557763650672,0.4281965677731368,0.4315560447969466,0.4943227030462345,0.7954,0.40440585978024624
28,permute_both_fixed_anchor,8,middle,balance_only,20,500.0,194.4239,0.62573129836923,0.12573129836922992,0.12111833703869888,0.13005014576850338,0.02073176211103262,0.021500000000000002,0.008219668991594552
28,permute_both_fixed_anchor,8,middle,balance_pressured_pair,20,500.0,194.4239,0.734139193306918,0.23413919330691807,0.22937008303078693,0.23937985815164348,0.04036845581782013,0.2846,0.015170862700127255
28,permute_both_fixed_anchor,8,middle,balance_random_pair,20,500.0,194.4239,0.6990809523795992,0.19908095237959925,0.1953566089763979,0.20274674098147122,0.03360514066504168,0.2056,0.012253201939834986
28,permute_both_fixed_anchor,8,middle,minimum_max_pressure,20,500.0,194.4239,0.8644407503024489,0.36444075030244905,0.36166229460080285,0.3671598514970501,0.20493862403424928,0.5494000000000001,0.1575241411757709
28,permute_both_fixed_anchor,8,middle,random_order,20,500.0,194.4239,0.5,0.0,0.0,0.0,0.010709268852945784,0.0,0.005385102708113129
28,permute_both_renormalized,2,early,all_pair_product,20,500.0,4.0,0.6542374999999999,0.15423750000000003,0.14936218750000002,0.15885,0.686473571428571,0.46159999999999995,0.5040250000000001
28,permute_both_renormalized,2,early,balance_only,20,500.0,4.0,0.5182875,0.018287500000000005,0.013075000000000008,0.02343750000000002,0.48817476190476033,0.00030000000000000003,0.2593
28,permute_both_renormalized,2,early,balance_pressured_pair,20,500.0,4.0,0.5601749999999999,0.060175,0.0561746875,0.06411249999999999,0.5450864285714283,0.15530000000000002,0.30994999999999995
28,permute_both_renormalized,2,early,balance_random_pair,20,500.0,4.0,0.5411625000000001,0.0411625,0.03661218749999999,0.0459875,0.5182866666666663,0.10770000000000002,0.29164999999999996
28,permute_both_renormalized,2,early,minimum_max_pressure,20,500.0,4.0,0.5742624999999999,0.07426250000000001,0.07010000000000002,0.07860031250000002,0.5367402380952381,0.14600000000000005,0.3451416666666669
28,permute_both_renormalized,2,early,random_order,20,500.0,4.0,0.5,0.0,0.0,0.0,0.4000000000000036,0.0,0.25
28,permute_both_renormalized,2,middle,all_pair_product,20,499.85,3.988296788758239,0.7383732125898382,0.23837321258983826,0.23482912825651306,0.24182926455823295,0.7924110928780488,0.6276818045730014,0.6569320993392408
28,permute_both_renormalized,2,middle,balance_only,20,499.85,3.988296788758239,0.5329691625218307,0.03296916252183077,0.026973574133709155,0.038618430819973244,0.49960777905782744,0.022807025295571066,0.2738960312861331
28,permute_both_renormalized,2,middle,balance_pressured_pair,20,499.85,3.988296788758239,0.6134411321639262,0.11344113216392626,0.10834155873493977,0.11834125980625913,0.6046862893275552,0.25287665451384694,0.3885811468988848
28,permute_both_renormalized,2,middle,balance_random_pair,20,499.85,3.988296788758239,0.5716844467717228,0.07168444677172282,0.06598729273892498,0.07705361953072812,0.5498575892519402,0.14754434491472906,0.3274545496615721
28,permute_both_renormalized,2,middle,minimum_max_pressure,20,499.85,3.988296788758239,0.6465484050430177,0.14654840504301775,0.14361233394248338,0.14946246629302778,0.622412266539198,0.26688267941505506,0.4596894312051153
28,permute_both_renormalized,2,middle,random_order,20,499.85,3.988296788758239,0.5,0.0,0.0,0.0,0.40117032112417955,0.0,0.25097526760348
28,permute_both_renormalized,4,early,all_pair_product,20,500.0,16.0,0.7466875,0.2466875,0.24179992187500002,0.25160953124999996,0.46054883247091416,0.40730000000000005,0.29851249999999996
28,permute_both_renormalized,4,early,balance_only,20,500.0,16.0,0.5340156250000001,0.034015624999999994,0.029268750000000003,0.038703203124999995,0.17295876417194528,0.0,0.0679916666666668
28,permute_both_renormalized,4,early,balance_pressured_pair,20,500.0,16.0,0.5787437499999999,0.07874375,0.07404992187500002,0.0836440625,0.21403133676423702,0.1289,0.08505
28,permute_both_renormalized,4,early,balance_random_pair,20,500.0,16.0,0.563684375,0.06368437499999999,0.059902968750000014,0.06729062499999998,0.20088412651081916,0.08470000000000001,0.08056666666666668
28,permute_both_renormalized,4,early,minimum_max_pressure,20,500.0,16.0,0.6455125,0.1455125,0.14205625,0.149096953125,0.26752349740569425,0.16360000000000002,0.15331880036630055
28,permute_both_renormalized,4,early,random_order,20,500.0,16.0,0.5,0.0,0.0,0.0,0.11764705882352902,0.0,0.0625
28,permute_both_renormalized,4,middle,all_pair_product,20,500.0,15.424800000000001,0.8446705361999101,0.34467053619990995,0.34175990389124644,0.3476227219776739,0.6378665374937279,0.6376,0.49634083333333334
28,permute_both_renormalized,4,middle,balance_only,20,500.0,15.424800000000001,0.5749099261849266,0.07490992618492656,0.07132314573794298,0.07830035495580849,0.20231834633506263,0.010900000000000002,0.08602499999999993
28,permute_both_renormalized,4,middle,balance_pressured_pair,20,500.0,15.424800000000001,0.6721666944166945,0.17216669441669458,0.1669775906367939,0.17676523062874633,0.28824910356335104,0.25670000000000004,0.13631000000000001
28,permute_both_renormalized,4,middle,balance_random_pair,20,500.0,15.424800000000001,0.617909548992674,0.11790954899267411,0.11337649677579374,0.12230195110618561,0.24319727848650824,0.16129999999999997,0.10883384199134205
28,permute_both_renormalized,4,middle,minimum_max_pressure,20,500.0,15.424800000000001,0.7541317320179817,0.25413173201798167,0.2502793378149624,0.2579937921644324,0.39335595750128033,0.2974,0.2772475341325341
28,permute_both_renormalized,4,middle,random_order,20,500.0,15.424800000000001,0.5,0.0,0.0,0.0,0.12289275621437352,0.0,0.06554553890553891
28,permute_both_renormalized,8,early,all_pair_product,20,500.0,256.0,0.8480949218750002,0.348094921875,0.344666982421875,0.3515366650390625,0.24998143010715118,0.5857,0.17055583411480993
28,permute_both_renormalized,8,early,balance_only,20,500.0,256.0,0.5633847656249998,0.06338476562499999,0.059314389648437486,0.067373115234375,0.014348665058996846,0.0,0.004788214285714273
28,permute_both_renormalized,8,early,balance_pressured_pair,20,500.0,256.0,0.6208605468750001,0.120860546875,0.11508565429687498,0.12647467285156247,0.021192691458818864,0.1789,0.0065668650793650725
28,permute_both_renormalized,8,early,balance_random_pair,20,500.0,256.0,0.605480859375,0.105480859375,0.1011982177734375,0.10985840332031253,0.01871125419492887,0.1563,0.005853650793650785
28,permute_both_renormalized,8,early,minimum_max_pressure,20,500.0,256.0,0.7356904296875001,0.23569042968750004,0.2318021435546875,0.23965048339843753,0.0669873245711497,0.2197,0.041925251363701135
28,permute_both_renormalized,8,early,random_order,20,500.0,256.0,0.5,0.0,0.0,0.0,0.007782101167315149,0.0,0.00390625
28,permute_both_renormalized,8,middle,all_pair_product,20,500.0,194.7137,0.931572106599442,0.4315721065994419,0.42925916914228573,0.43394513112125394,0.4968560093856057,0.8004,0.4065586793169006
28,permute_both_renormalized,8,middle,balance_only,20,500.0,194.7137,0.6269671196874642,0.12696711968746432,0.12327507167632194,0.1303718578929628,0.02081536519045235,0.025500000000000005,0.008306335212840204
28,permute_both_renormalized,8,middle,balance_pressured_pair,20,500.0,194.7137,0.7324483846848449,0.23244838468484494,0.22969899427892,0.23536196715679603,0.04000683840755077,0.28419999999999995,0.014962784733345318
28,permute_both_renormalized,8,middle,balance_random_pair,20,500.0,194.7137,0.6993088519339948,0.19930885193399484,0.1956563894702887,0.20287848225401084,0.033626829523753024,0.20580000000000004,0.012224160002660777
28,permute_both_renormalized,8,middle,minimum_max_pressure,20,500.0,194.7137,0.865466612007137,0.3654666120071371,0.3628082638511948,0.36801481686403975,0.20502075076126763,0.5527000000000001,0.15744619205489568
28,permute_both_renormalized,8,middle,random_order,20,500.0,194.7137,0.5,0.0,0.0,0.0,0.010682354702435039,0.0,0.0053714147522354126
