order,variant,configuration,train_matrices,test_matrices,context_length,alpha,reset_at_row_boundary,exclude_first_row,exclude_first_column,train_observations,test_observations,contexts_seen,test_unseen_context_rate,train_log_loss,test_log_loss,test_fair_log_loss,test_marginal_log_loss,train_accuracy,test_accuracy,train_mle_log_loss,train_epsilon_max,train_epsilon_avg,test_epsilon_max,test_epsilon_avg,fair_log_loss_constant
24,balanced_rows,full_row_major,48,12,7,0.5,False,False,False,27312,6828,128,0.0,0.6708332829674762,0.6752757456087206,0.6931471805599454,0.6927007972553407,0.5644405389572349,0.5521382542472173,0.6708328643683846,0.40227048371174734,0.06444053895723492,0.4087301587301587,0.07981839484475689,0.6931471805599453
24,balanced_rows,full_row_major,48,12,8,0.5,False,False,False,27264,6816,256,0.0,0.6660565793206132,0.6772910079293608,0.6931471805599453,0.6927503813972636,0.5749339788732394,0.5520833333333334,0.6660543425793222,0.43107221006564556,0.07493397887323944,0.5,0.10446009389671361,0.6931471805599453
24,balanced_rows,reset_at_row_boundary,48,12,1,0.5,True,False,False,26496,6624,2,0.0,0.693134748070252,0.6931837178151627,0.6931471805599453,0.6931471805599453,0.5024909420289855,0.4975845410628019,0.6931347480701805,0.0026025236593059664,0.0024909420289854793,0.0025316455696202667,0.0024154589371980857,0.6931471805599453
24,balanced_rows,reset_at_row_boundary,48,12,2,0.5,True,False,False,25344,6336,4,0.0,0.6922182121763408,0.6923439707343788,0.6931471805599452,0.693153955721565,0.5213068181818182,0.5213068181818182,0.6922182121535665,0.026094149496164842,0.02130681818181819,0.028314457028647544,0.02130681818181817,0.6931471805599453
24,balanced_rows,reset_at_row_boundary,48,12,3,0.5,True,False,False,24192,6048,8,0.0,0.6894108114462679,0.6884844853617699,0.6931471805599454,0.6931479219585782,0.533316798941799,0.5405092592592593,0.6894108110580782,0.08395689913199644,0.03331679894179893,0.08343634116192833,0.04050925925925926,0.6931471805599453
24,balanced_rows,reset_at_row_boundary,48,12,4,0.5,True,False,False,23040,5760,16,0.0,0.6828015077261935,0.6845609314296854,0.6931471805599453,0.6931650832169687,0.5517795138888889,0.5513888888888889,0.6828015033109949,0.19849785407725318,0.05177951388888889,0.18514412416851445,0.053645833333333344,0.6931471805599453
24,balanced_rows,reset_at_row_boundary,48,12,5,0.5,True,False,False,21888,5472,32,0.0,0.6738609535700569,0.6716821626925872,0.6931471805599454,0.6931528744098306,0.5621345029239766,0.5603070175438597,0.6738609211986636,0.32542236524537405,0.062134502923976605,0.36006825938566556,0.07492690058479533,0.6931471805599453
24,balanced_rows,reset_at_row_boundary,48,12,6,0.5,True,False,False,20736,5184,64,0.0,0.6655095112361353,0.6657018749817278,0.6931471805599453,0.6931241290282326,0.5725790895061729,0.5702160493827161,0.6655093193022408,0.4158974358974359,0.07257908950617284,0.4369747899159664,0.08082561728395062,0.6931471805599453
24,balanced_rows,reset_at_row_boundary,48,12,7,0.5,True,False,False,19584,4896,128,0.0,0.6552519499593993,0.6633126960898589,0.6931471805599453,0.6931065960994026,0.5841503267973857,0.5635212418300654,0.6552505253201799,0.47274881516587675,0.08415032679738563,0.476303317535545,0.09415849673202614,0.6931471805599453
24,balanced_rows,reset_at_row_boundary,48,12,8,0.5,True,False,False,18432,4608,256,0.0,0.6456117653389808,0.6646973380620272,0.6931471805599453,0.6931061208844116,0.5971137152777778,0.5677083333333334,0.6455993649576816,0.49482535575679176,0.09711371527777778,0.5,0.12369791666666667,0.6931471805599453
